RSRP,RSRQ,RSSI,SINR,FB,EI,CI,network,LATITUDE,LONGITUDE,RSP,Hm,Hb,CCI,Husr,deltaH,L,D,UCI,dg,dr,dw,hv,db,do,ekparam,ample,LOS,COST231,SPM,TR38901
-84.0,-12,-73.0,2.0,1650.0,751630,31,0,24.827843,102.848193,4.3,1.5,1998,18,1970,28,80.5,85.23,7,56.56,10.05,0,0,0.0,13.88,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 17.67}, {'start_distance': 17.67, 'environment': 'do', 'length': 8.93}, {'start_distance': 26.6, 'environment': 'dr', 'length': 4.47}, {'start_distance': 31.07, 'environment': 'do', 'length': 4.96}, {'start_distance': 36.03, 'environment': 'dg', 'length': 19.14}, {'start_distance': 55.17, 'environment': 'dr', 'length': 5.59}, {'start_distance': 60.76, 'environment': 'dg', 'length': 19.75}]",True,-68.83014027345848,-72.44383941788905,-70.52271363001528
-84.0,-12,-73.0,2.0,1650.0,751630,31,0,24.82786,102.848185,4.3,1.5,1998,18,1970,28,80.88,85.59,7,56.49,9.96,0,0,0.0,14.44,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 17.58}, {'start_distance': 17.58, 'environment': 'do', 'length': 8.88}, {'start_distance': 26.46, 'environment': 'dr', 'length': 4.44}, {'start_distance': 30.9, 'environment': 'do', 'length': 5.55}, {'start_distance': 36.45, 'environment': 'dg', 'length': 19.84}, {'start_distance': 56.29, 'environment': 'dr', 'length': 5.51}, {'start_distance': 61.8, 'environment': 'dg', 'length': 19.07}]",True,-68.87286704166519,-72.4864563538197,-70.56298546456638
-82.0,-11,-73.0,2.0,1650.0,751630,31,0,24.827872,102.848182,4.3,1.5,1998,18,1972,26,80.91,84.98,7,56.04,9.98,0,0,0.0,14.89,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 17.68}, {'start_distance': 17.68, 'environment': 'do', 'length': 9.65}, {'start_distance': 27.33, 'environment': 'dr', 'length': 4.52}, {'start_distance': 31.85, 'environment': 'do', 'length': 5.24}, {'start_distance': 37.09, 'environment': 'dg', 'length': 20.24}, {'start_distance': 57.33, 'environment': 'dr', 'length': 5.47}, {'start_distance': 62.8, 'environment': 'dg', 'length': 18.11}]",True,-68.80036259283213,-72.21545310975768,-70.49464687285503
-84.0,-9,-73.0,1.9,1650.0,751630,31,0,24.828347,102.847503,4.3,1.5,1998,18,1975,23,152.73,154.45,6,35.03,38.94,0,0,0.0,78.75,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.15}, {'start_distance': 25.15, 'environment': 'do', 'length': 10.4}, {'start_distance': 35.55, 'environment': 'dr', 'length': 4.29}, {'start_distance': 39.84, 'environment': 'do', 'length': 19.35}, {'start_distance': 59.19, 'environment': 'dg', 'length': 3.65}, {'start_distance': 62.84, 'environment': 'dg', 'length': 3.13}, {'start_distance': 65.97, 'environment': 'dg', 'length': 3.13}, {'start_distance': 69.1, 'environment': 'do', 'length': 46.33}, {'start_distance': 115.43, 'environment': 'do', 'length': 2.69}, {'start_distance': 118.12, 'environment': 'dr', 'length': 1.15}, {'start_distance': 119.27, 'environment': 'dr', 'length': 2.08}, {'start_distance': 121.35, 'environment': 'dr', 'length': 3.0}, {'start_distance': 124.35, 'environment': 'dr', 'length': 5.6}, {'start_distance': 129.95, 'environment': 'dr', 'length': 2.98}, {'start_distance': 132.93, 'environment': 'dr', 'length': 3.34}, {'start_distance': 136.27, 'environment': 'dr', 'length': 3.15}, {'start_distance': 139.42, 'environment': 'dr', 'length': 5.75}, {'start_distance': 145.17, 'environment': 'dr', 'length': 3.12}, {'start_distance': 148.29, 'environment': 'dr', 'length': 4.45}]",True,-74.85670538082576,-77.92550557606103,-76.20301296230245
-84.0,-9,-73.0,1.9,1650.0,751630,31,0,24.828347,102.847515,4.3,1.5,1998,18,1975,23,151.55,153.29,6,33.01,41.22,0,0,0.0,77.31,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 24.82}, {'start_distance': 24.82, 'environment': 'do', 'length': 10.06}, {'start_distance': 34.88, 'environment': 'dr', 'length': 4.85}, {'start_distance': 39.73, 'environment': 'dr', 'length': 1.54}, {'start_distance': 41.27, 'environment': 'do', 'length': 19.02}, {'start_distance': 60.29, 'environment': 'do', 'length': 2.57}, {'start_distance': 62.86, 'environment': 'dg', 'length': 2.8}, {'start_distance': 65.66, 'environment': 'dg', 'length': 2.79}, {'start_distance': 68.45, 'environment': 'dg', 'length': 2.59}, {'start_distance': 71.04, 'environment': 'do', 'length': 45.65}, {'start_distance': 116.69, 'environment': 'dr', 'length': 1.77}, {'start_distance': 118.46, 'environment': 'dr', 'length': 2.72}, {'start_distance': 121.18, 'environment': 'dr', 'length': 3.66}, {'start_distance': 124.84, 'environment': 'dr', 'length': 26.7}]",True,-74.78028455700405,-77.84928119754449,-76.13098301708597
-87.0,-10,-73.0,1.8,1650.0,751630,31,0,24.828347,102.847525,4.3,1.5,1998,18,1975,23,150.57,152.32,6,31.46,42.56,0,0,0.0,76.55,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.32}, {'start_distance': 25.32, 'environment': 'do', 'length': 9.88}, {'start_distance': 35.2, 'environment': 'dr', 'length': 4.72}, {'start_distance': 39.92, 'environment': 'dr', 'length': 1.67}, {'start_distance': 41.59, 'environment': 'do', 'length': 18.83}, {'start_distance': 60.42, 'environment': 'do', 'length': 2.77}, {'start_distance': 63.19, 'environment': 'dg', 'length': 2.87}, {'start_distance': 66.06, 'environment': 'dg', 'length': 3.28}, {'start_distance': 69.34, 'environment': 'do', 'length': 45.09}, {'start_distance': 114.43, 'environment': 'dr', 'length': 1.5}, {'start_distance': 115.93, 'environment': 'dr', 'length': 2.46}, {'start_distance': 118.39, 'environment': 'dr', 'length': 3.42}, {'start_distance': 121.81, 'environment': 'dr', 'length': 28.8}]",True,-74.71593563880026,-77.78509769293134,-76.0703313671669
-78.0,-7,-73.0,2.1,1650.0,751630,31,0,24.82835,102.847543,4.3,1.5,1998,18,1975,23,148.9,150.67,6,29.04,47.09,0,0,0.0,72.77,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.79}, {'start_distance': 25.79, 'environment': 'do', 'length': 8.64}, {'start_distance': 34.43, 'environment': 'dr', 'length': 6.03}, {'start_distance': 40.46, 'environment': 'do', 'length': 0.93}, {'start_distance': 41.39, 'environment': 'do', 'length': 18.73}, {'start_distance': 60.12, 'environment': 'do', 'length': 1.48}, {'start_distance': 61.6, 'environment': 'do', 'length': 0.81}, {'start_distance': 62.41, 'environment': 'dg', 'length': 3.25}, {'start_distance': 65.66, 'environment': 'do', 'length': 1.15}, {'start_distance': 66.81, 'environment': 'do', 'length': 39.24}, {'start_distance': 106.05, 'environment': 'do', 'length': 1.79}, {'start_distance': 107.84, 'environment': 'dr', 'length': 3.69}, {'start_distance': 111.53, 'environment': 'dr', 'length': 37.37}]",True,-74.60552890537639,-77.6749747680737,-75.96626822622765
-78.0,-7,-73.0,2.1,1650.0,751630,31,0,24.828353,102.847553,4.3,1.5,1998,18,1975,23,148.0,149.78,6,28.05,47.68,0,0,0.0,72.26,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 28.05}, {'start_distance': 28.05, 'environment': 'do', 'length': 1.0}, {'start_distance': 29.05, 'environment': 'do', 'length': 8.06}, {'start_distance': 37.11, 'environment': 'dr', 'length': 6.63}, {'start_distance': 43.74, 'environment': 'do', 'length': 19.85}, {'start_distance': 63.59, 'environment': 'do', 'length': 1.73}, {'start_distance': 65.32, 'environment': 'do', 'length': 1.66}, {'start_distance': 66.98, 'environment': 'do', 'length': 2.15}, {'start_distance': 69.13, 'environment': 'do', 'length': 37.81}, {'start_distance': 106.94, 'environment': 'dr', 'length': 41.05}]",True,-74.54547314265184,-77.61507338307034,-75.90966306178875
-78.0,-7,-73.0,2.1,1650.0,751630,31,0,24.828357,102.847563,4.3,1.5,1998,18,1975,23,147.14,148.93,6,26.69,47.67,0,0,0.0,72.79,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 26.69}, {'start_distance': 26.69, 'environment': 'do', 'length': 8.3}, {'start_distance': 34.99, 'environment': 'dr', 'length': 5.27}, {'start_distance': 40.26, 'environment': 'do', 'length': 21.79}, {'start_distance': 62.05, 'environment': 'do', 'length': 3.02}, {'start_distance': 65.07, 'environment': 'do', 'length': 39.67}, {'start_distance': 104.74, 'environment': 'dr', 'length': 1.68}, {'start_distance': 106.42, 'environment': 'dr', 'length': 40.72}]",True,-74.48778242326892,-77.5575309618921,-75.85528705340724
-80.0,-7,-73.0,2.0,1650.0,751630,31,0,24.82836,102.847575,4.3,1.5,1998,18,1975,23,146.06,147.86,6,26.37,48.31,0,0,0.0,71.38,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 26.37}, {'start_distance': 26.37, 'environment': 'do', 'length': 8.53}, {'start_distance': 34.9, 'environment': 'do', 'length': 1.32}, {'start_distance': 36.22, 'environment': 'dr', 'length': 4.46}, {'start_distance': 40.68, 'environment': 'do', 'length': 61.53}, {'start_distance': 102.21, 'environment': 'dr', 'length': 2.66}, {'start_distance': 104.87, 'environment': 'dr', 'length': 31.86}, {'start_distance': 136.73, 'environment': 'dr', 'length': 2.7}, {'start_distance': 139.43, 'environment': 'dr', 'length': 2.68}, {'start_distance': 142.11, 'environment': 'dr', 'length': 2.11}, {'start_distance': 144.22, 'environment': 'dr', 'length': 1.81}]",True,-74.41469005832653,-77.48462648620834,-75.78639432523109
-83.0,-8,-73.0,1.9,1650.0,751630,31,0,24.828377,102.84762,4.3,1.5,1998,18,1975,23,142.2,144.05,18,29.36,27.19,0,0,0.0,85.66,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.93}, {'start_distance': 25.93, 'environment': 'dg', 'length': 3.42}, {'start_distance': 29.35, 'environment': 'do', 'length': 8.9}, {'start_distance': 38.25, 'environment': 'dr', 'length': 2.49}, {'start_distance': 40.74, 'environment': 'dr', 'length': 6.02}, {'start_distance': 46.76, 'environment': 'do', 'length': 51.87}, {'start_distance': 98.63, 'environment': 'dr', 'length': 18.69}, {'start_distance': 117.32, 'environment': 'do', 'length': 2.47}, {'start_distance': 119.79, 'environment': 'do', 'length': 22.41}]",True,-74.15006175991931,-77.22067843415584,-75.53697066183962
-83.0,-8,-73.0,1.9,1650.0,751630,31,0,24.828377,102.847632,4.3,1.5,1998,18,1975,23,141.04,142.9,18,29.0,26.17,0,0,0.0,85.86,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.65}, {'start_distance': 25.65, 'environment': 'dg', 'length': 3.34}, {'start_distance': 28.99, 'environment': 'do', 'length': 8.48}, {'start_distance': 37.47, 'environment': 'dr', 'length': 1.99}, {'start_distance': 39.46, 'environment': 'dr', 'length': 5.82}, {'start_distance': 45.28, 'environment': 'do', 'length': 50.68}, {'start_distance': 95.96, 'environment': 'dr', 'length': 18.35}, {'start_distance': 114.31, 'environment': 'do', 'length': 1.78}, {'start_distance': 116.09, 'environment': 'do', 'length': 3.11}, {'start_distance': 119.2, 'environment': 'do', 'length': 21.82}]",True,-74.06881060275606,-77.13963613902212,-75.46038791767947
-86.0,-10,-73.0,1.8,1650.0,751630,31,0,24.828372,102.847655,4.3,1.5,1998,18,1975,23,138.66,140.55,18,28.93,25.83,0,0,0.0,83.89,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.58}, {'start_distance': 25.58, 'environment': 'dg', 'length': 3.35}, {'start_distance': 28.93, 'environment': 'do', 'length': 8.72}, {'start_distance': 37.65, 'environment': 'dr', 'length': 1.82}, {'start_distance': 39.47, 'environment': 'dr', 'length': 5.78}, {'start_distance': 45.25, 'environment': 'do', 'length': 50.61}, {'start_distance': 95.86, 'environment': 'dr', 'length': 18.25}, {'start_distance': 114.11, 'environment': 'do', 'length': 2.44}, {'start_distance': 116.55, 'environment': 'do', 'length': 22.13}]",True,-73.90072250195925,-76.97198012095615,-75.30195758303422
-78.0,-8,-73.0,2.1,1650.0,751630,31,0,24.828372,102.847655,4.3,1.5,1998,18,1975,23,138.66,140.55,18,28.93,25.83,0,0,0.0,83.89,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.58}, {'start_distance': 25.58, 'environment': 'dg', 'length': 3.35}, {'start_distance': 28.93, 'environment': 'do', 'length': 8.72}, {'start_distance': 37.65, 'environment': 'dr', 'length': 1.82}, {'start_distance': 39.47, 'environment': 'dr', 'length': 5.78}, {'start_distance': 45.25, 'environment': 'do', 'length': 50.61}, {'start_distance': 95.86, 'environment': 'dr', 'length': 18.25}, {'start_distance': 114.11, 'environment': 'do', 'length': 2.44}, {'start_distance': 116.55, 'environment': 'do', 'length': 22.13}]",True,-73.90072250195925,-76.97198012095615,-75.30195758303422
-78.0,-8,-73.0,2.1,1650.0,751630,31,0,24.828365,102.847673,4.3,1.5,1998,18,1975,23,136.69,138.61,18,29.11,26.44,0,0,0.0,81.13,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.74}, {'start_distance': 25.74, 'environment': 'dg', 'length': 3.38}, {'start_distance': 29.12, 'environment': 'do', 'length': 8.51}, {'start_distance': 37.63, 'environment': 'dr', 'length': 2.12}, {'start_distance': 39.75, 'environment': 'dr', 'length': 5.88}, {'start_distance': 45.63, 'environment': 'do', 'length': 50.89}, {'start_distance': 96.52, 'environment': 'dr', 'length': 18.44}, {'start_distance': 114.96, 'environment': 'do', 'length': 1.57}, {'start_distance': 116.53, 'environment': 'do', 'length': 2.9}, {'start_distance': 119.43, 'environment': 'do', 'length': 17.27}]",True,-73.7598289395381,-76.83144873572019,-75.16915928179857
-78.0,-8,-73.0,2.1,1650.0,751630,31,0,24.828362,102.847683,4.3,1.5,1998,18,1975,23,135.63,137.57,18,29.15,26.53,0,0,0.0,79.94,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.77}, {'start_distance': 25.77, 'environment': 'dg', 'length': 3.4}, {'start_distance': 29.17, 'environment': 'do', 'length': 8.52}, {'start_distance': 37.69, 'environment': 'dr', 'length': 2.16}, {'start_distance': 39.85, 'environment': 'dr', 'length': 5.9}, {'start_distance': 45.75, 'environment': 'do', 'length': 50.96}, {'start_distance': 96.71, 'environment': 'dr', 'length': 18.48}, {'start_distance': 115.19, 'environment': 'do', 'length': 1.49}, {'start_distance': 116.68, 'environment': 'do', 'length': 2.82}, {'start_distance': 119.5, 'environment': 'do', 'length': 16.14}]",True,-73.68348425845465,-76.75530030421143,-75.0972011044196
-77.0,-8,-69.0,2.2,1650.0,751630,31,0,24.82836,102.847693,4.3,1.5,1998,18,1975,23,134.59,136.54,18,29.04,26.26,0,0,0.0,79.29,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 25.68}, {'start_distance': 25.68, 'environment': 'dg', 'length': 3.36}, {'start_distance': 29.04, 'environment': 'do', 'length': 8.49}, {'start_distance': 37.53, 'environment': 'dr', 'length': 2.03}, {'start_distance': 39.56, 'environment': 'dr', 'length': 5.84}, {'start_distance': 45.4, 'environment': 'do', 'length': 50.75}, {'start_distance': 96.15, 'environment': 'dr', 'length': 18.38}, {'start_distance': 114.53, 'environment': 'do', 'length': 1.71}, {'start_distance': 116.24, 'environment': 'do', 'length': 3.04}, {'start_distance': 119.28, 'environment': 'do', 'length': 15.31}]",True,-73.60730267286107,-76.67931454894364,-75.02539665162261
-75.0,-9,-69.0,2.3,1650.0,751630,31,0,24.828355,102.847745,4.3,1.5,1998,18,1975,23,129.4,131.43,18,28.51,23.56,0,0,0.0,77.34,[],"[{'start_distance': 0, 'environment': 'dg', 'length': 28.51}, {'start_distance': 28.51, 'environment': 'do', 'length': 8.49}, {'start_distance': 37.0, 'environment': 'do', 'length': 1.3}, {'start_distance': 38.3, 'environment': 'dr', 'length': 5.46}, {'start_distance': 43.76, 'environment': 'do', 'length': 48.44}, {'start_distance': 92.2, 'environment': 'dr', 'length': 15.57}, {'start_distance': 107.77, 'environment': 'dr', 'length': 2.53}, {'start_distance': 110.3, 'environment': 'do', 'length': 19.1}]",True,-73.22064824086027,-76.29365404037992,-74.66095805803054
